ID карточки    ;Наименование    ;№ в реестре    ;Дата обнаружения    ;Вид объекта    ;Категория земель    ;Муниципальное образование    ;Местоположение    ;Долгота    ;Широта    ;Тип отходов    ;Площадь, га    ;Объем, м3    ;Отметка о ликвидации    ;Дата ликвидации    ;Примечание    ;Прикреплённые файлы    
521;Свалка по ПП РФ № 542 (07.06.2017) (36) (п. Зеленоборск, ул. Добровольского .д. 6);36;07.06.2017;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;п. Зеленоборск, ул. Добровольского .д. 6;64.051406860351562;61.478538513183594;полуразрушенный дом, строительный мусор;0.02;10;да;28.08.2024;Проведен осмотр территории г.п. Зеленоборск на предмет наличия  свалок 07.06.2017. В  администрацию г.п. Зеленоборск направлено письмо о внесении свалки план ликвидации МНРО. Акт осмотратерритории г.п. Зеленоборск от 07.06.2017 №05224/2017 направлен в ЮМП. 12.07.23 исх. № 31.05-Исх-972 материал передан в ЮМП для подготовки искового заявления в суд о понуждении ОМС к ликвидации. 14.08.23  ЮМП возвращены материалы на доработку в срок до 01.10.23.  31.05-Исх-1660 от 08.11.23 направлено повторнов ЮМП с устраненными недостатками. Согласно справки  №2145122-5-50 от 28.08.24 МНРО ликвидировано.;справка 2145122-5-50.pdf
403;"Захламление (13.09.2023) (9-403) (проезд №9 (п.8) (район СОНТ ""Птицевод""))";9-403;13.09.2023;Захламление;Земли населенных пунктов;г.Урай;"проезд №9 (п.8) (район СОНТ ""Птицевод"")";64.71722412109375;60.141777038574219;покрышка;0.0001;0.29999999999999999;нет;;Акт № 2102174-6-60 от 13.09.2023г. Извещение № 31-06-1234 от 19.09.2023;
400;"Захламление (13.09.2023) (9-400) (проезд №9 (п.5) (район СОНТ ""Птицевод""))";9-400;13.09.2023;Захламление;Земли населенных пунктов;г.Урай;"проезд №9 (п.5) (район СОНТ ""Птицевод"")";64.717720031738281;60.141750335693359;покрышка;0.0001;0.5;нет;;Акт № 2102174-6-60 от 13.09.2023г. Извещение № 31-06-1234 от 19.09.2023;
843;Захламление (21.05.2024) (9-843) (ДНТ «Северянка»);9-843;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;ДНТ «Северянка»;60.108165740966797;64.733833312988281;Строительный мусор;0.0040000000000000001;1.2;нет;;"N60° 06' 29.4"" E64° 44' 01.8""
";
633;Захламление (13.09.2023) (9-633) (ул.Береговая);9-633;13.09.2023;Захламление;Земли населенных пунктов;г.Урай;ул.Береговая;64.82794189453125;60.125473022460938;ТКО;0.002;2;да;01.11.2024;Акт ликвидации: №2151945-6-60 от 01.11.2024;
591;Захламление (24.05.2024) (19 (2)) (г.п. Советский, лесополоса (городские леса));19 (2);24.05.2024;Захламление;Земли населенных пунктов;Советский район;г.п. Советский, лесополоса (городские леса);63.530941009521484;61.344001770019531;ТКО, строительные отходы ;0.0040000000000000001;10;да;15.07.2024;;Отчет о проведении осмотра территории от 15.07.2024 г.п. Советский.pdf
621;Захламление (01.10.2019) (6) (Излучинск, земельный участок в КК 86:04:0000018, в водоохранной зоне  р. Вах);6;01.10.2019;Захламление;Земли населенных пунктов;Нижневартовский район;Излучинск, земельный участок в КК 86:04:0000018, в водоохранной зоне  р. Вах;76.924751281738281;60.9901123046875;строительные отходы в виде битых бетонных конструкций;0.044999999999999998;;нет;;;
519;Свалка по ПП РФ № 542 (15.06.2016) (30) (г.п. Зеленоборск, промзона в западной части поселения   от ул. Промышленная);30;15.06.2016;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г.п. Зеленоборск, промзона в западной части поселения   от ул. Промышленная ;64.028829999999999;61.474809999999998;строительный мусор, ТБО;0.84799999999999998;31;нет;;"На основании письма Югорской межрайонной прокуратуры от 23.05.2016 №14/07-08-16 15.06.2016г. На территории г.п. Зеленоборск проведен осмотр территории на предмет выявления несанкционированых свалок отходп производства и потребления. Выявленные нарушения направлены в Югорскую межрайонную прокуратуру (сопроводительное письмо от 23.06.2016г. исх. №31.05-1566). Решением Советского районного суда  от 12.07.2016г. №2-910/2016  администрация п.зеленоборск обязана ликвидировать свалку в срок до 01.11.2016.В адрес администрации г.п. Зеленоборск направлено письмо - запрос от 13.12.2016 исх. №31.05-3567 о выполнении решения суда.Повторно направлен запрос 07.02.2017. В ЮМП направлено письмо от 01.03.2017 исх. №31.05-452  с просьбой обратиться в Советский районный суд за выдачей исплнительного листа для направления в отдел судебных приставов по совкетскому району в целях принудительного  исполнения вышеуказаного  решения суда. Проведеноповторное обследование  свалок 07.06.2017. В  администрацию г.п. Зеленоборск направлено письмо о внесении свалки план ликвидации МНРО. Акт осмотратерритории г.п. Зеленоборск от 07.06.2017 №05224/2017 направлен в ЮМП. свалка внемсена в дорожную карту на ликвидацию на 2019 год.  Прведен осмотр МНРО 29.05.2020. установлено что свалка не ликвидирована. Составлен акт осмотра №05-191/2020.  Переданов ЮМП по факту не исполения судебных решений письмо от 09.09.2020 №31-02-7291. ИП №23029/17/86016-ИП  от 07.07.2017.  30.05.2023 согласно АКТ № 2091992-5-50
осмотра территории  площадь МНРО актуализирована и составляет  0,848
ИП №23029/17/86016-ИП  от 07.07.2017 СПИ выносит требования об исполнении решения,  Глава г.п. Леднева С.В. предупреждена  по ст. 315 УК РФ 01.06.2022 .  СПИ выносит требования об исполнении решения.  В 2024 году вынесены 2 постановления о назначении нового срока исполнения И/Д. 16.02.2024 направлено требование о предоставлении информации о проделанной работе за 2023 год  администрация привлечена к  к административной ответственности по   по ч. 2 ст. 17.15 КоАП РФ в виде штрафа в размере 50 т.р. 25.12.23  (Ответ на запрос № 31.05-Вх-156-158 от 19.02.2024 ). Администрация Советского района обратилась в Советский райсуд с заявлением об отсрочке. 13.02.25 в отсрочке ОТКАЗАНО";"Решение ССП по п.Зеленоборск.pdf
определение об отсрочке от 13.02.25.pdf
Определение Рыбалкина А.А. от 07.02.2025 №2-117-2015.pdf
Определение Рыбалкина А.А. от 07.02.2025 №2-597-2017.pdf
Определение Чайкина В.В. от 07.02.2025 №2-598-2019.pdf"
536;Свалка по ПП РФ № 542 (13.06.2017) (97) (г.п. Таёжный, ул. Школьная, д. 7);97;13.06.2017;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г.п. Таёжный, ул. Школьная, д. 7;62.690387725830078;61.162528991699219;полуразрушенный дом;0.040000000000000001;30;нет;;Проведен осмотр территории п.Таёжный на предмет наличия  свалок 13.06.2017. В  администрацию г.п.Таёжный направлено письмо о внесении свалки план ликвидации МНРО. Акт осмотратерритории   от 13.06.2017 №05-222/2017  направлен в ЮМП. Согласно ответа на запрос Советского отдела от 11,07.23 № 31.05-Исх-951 поступил ответ 13.07.2023 № 01.06-исх-427 (вх. 31.05-670 от 14.07.23) о том, что участок относится к землям государственной соб-ти;
692;Захламление (28.06.2024) (9-692) (за домом №2 по ул.Усть-Балыкской и ТЦ «Рандеву» г.Нефтеюганска (вокруг контейнера для КГО));9-692;28.06.2024;Захламление;Земли населенных пунктов;г.Нефтеюганск;за домом №2 по ул.Усть-Балыкской и ТЦ «Рандеву» г.Нефтеюганска (вокруг контейнера для КГО);72.643608093261719;61.097221374511719;захламление различными отходами;0.0015;1;нет;;;
811;"Захламление (31.05.2024) (9-811) (9 проезд (напротив СОНТ ""Северные Зори""))";9-811;31.05.2024;Захламление;Земли населенных пунктов;г.Урай;"9 проезд (напротив СОНТ ""Северные Зори"")";64.716415405273438;60.141166687011719;Автомобильные шины;0.0025000000000000001;200;нет;;;
635;Захламление (13.09.2023) (9-635) (ул.Звездная в северо-восточном направлении №12);9-635;13.09.2023;Захламление;Земли населенных пунктов;г.Урай;ул.Звездная в северо-восточном направлении №12;64.7320556640625;60.112167358398438;ЖБИ;0.00089999999999999998;4.9000000000000004;нет;;;
656;Захламление (16.05.2024) (9-656) (ул. Энтузиастов, 6 (напротив КФХ «Надежда» и. п. Н.А.));9-656;16.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;ул. Энтузиастов, 6 (напротив КФХ «Надежда» и. п. Н.А.);72.625419616699219;61.150165557861328;Строительные и производственные отходы;0.01;20;да;05.07.2024;;
434;"Захламление (05.09.2023) (9-434) (№1 за зданием ООО ""Нефтедорстрой"" промбаза)";9-434;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№1 за зданием ООО ""Нефтедорстрой"" промбаза";64.726470947265625;60.136081695556641;ТКО;0.0001;0.20000000000000001;нет;;;
511;Свалка по ПП РФ № 542 (09.06.2017) (43) (с.п. Алябьевский, ул. Лесная, д. 6);43;09.06.2017;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;с.п. Алябьевский, ул. Лесная, д. 6;62.764980316162109;61.217380523681641;полуразрушенный дом, строительный мусор;0.014999999999999999;30;нет;;Проведен осмотр территории с.п. Алябьевский на предмет наличия  свалок 09.06.2017. В  администрацию с.п. Алябьевский направлено письмо о внесении свалки план ликвидации МНРО. Акт осмотратерритории г.п. Зеленоборск от 09.06.2017 №05-225/2017 направлен в ЮМП. Согласно письма администрации с.п. Алябьевский от 08.12.2017 №1298 данный участок предоставлен гражданам под застройку. Согласно выписке из ЕГРН на 11.07.23 з/у в собственности.;акт 05-225-2017.pdf
765;Захламление (28.05.2024) (9-765) (пгт.Междуреченский, ул.Ворошилова);9-765;28.05.2024;Захламление;Земли населенных пунктов;Кондинский район;пгт.Междуреченский, ул.Ворошилова;65.894668579101562;59.588390350341797;ТКО;0.00080000000000000004;5;нет;;;
557;Захламление (13.09.2023) (105) (ул.Звездная в северо-восточном направлении №6);105;13.09.2023;Захламление;Земли населенных пунктов;г.Урай;ул.Звездная в северо-восточном направлении №6;64.731498718261719;60.111000061035156;ТКО, строительный мусор;0.00020000000000000001;2;нет;;;
404;Захламление (19.09.2023) (9-404) (район моста через р.Колос в мкр 2);9-404;19.09.2023;Захламление;Земли населенных пунктов;г.Урай;район моста через р.Колос в мкр 2;64.795692443847656;60.132804870605469;плиты бетонные;0.00020000000000000001;0.5;да;27.08.2024;Акт, подтверждающий ликвидацию: №2144893-6-60 от 27.08.2024;
804;Захламление (06.06.2024) (9-804) (п. Мулымья, на выезде из поселка к понтонной переправе);9-804;06.06.2024;Захламление;Земли населенных пунктов;Кондинский район;п. Мулымья, на выезде из поселка к понтонной переправе;64.522087097167969;60.202693939208984;доска, матрац, плиты ДСП;9;1;нет;;;
590;Захламление (04.06.2024) (18 (2)) (г.п. Советский, лесополоса (городские леса));18 (2);04.06.2024;Захламление;Земли населенных пунктов;Советский район;г.п. Советский, лесополоса (городские леса);63.628719329833984;61.316379547119141;ТКО, строительные отходы ;0.050000000000000003;30;да;15.07.2024;;Отчет о проведении осмотра территории от 15.07.2024 г.п. Советский.pdf
471;"Захламление (05.09.2023) (9-471) (граница ГК ""Трассовик"")";9-471;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"граница ГК ""Трассовик""";64.816024780273438;60.115749359130859;ТКО;0.00020000000000000001;3;нет;;;
455;"Захламление (05.09.2023) (9-455) (№22 за зданием ООО ""Нефтедорстрой"" промбаза)";9-455;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№22 за зданием ООО ""Нефтедорстрой"" промбаза";64.72149658203125;60.137443542480469;деревянные отходы;0.0011999999999999999;4;нет;;;
849;Захламление (21.05.2024) (9-849) (мкр. Солнечный, ул. Ивана Свиридова);9-849;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;мкр. Солнечный, ул. Ивана Свиридова;60.115890502929688;64.731086730957031;ЖБИ, металлом, строительный мусор;0.02;5;нет;;"N60° 06' 57.2"" E64° 43' 51.9""
";
709;Захламление (17.05.2024) (9-709) (с.п. Салым, КП №23 ул. Лесная);9-709;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. Салым, КП №23 ул. Лесная;71.463027954101562;60.073528289794922;растительный мусор, бытовой мусор и т.п.;;10;нет;;;
810;"Захламление (21.05.2024) (9-810) (ДНТ ""Монтажник"")";9-810;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"ДНТ ""Монтажник""";60.109027862548828;64.8060302734375;ТКО, металлом;0.0080000000000000002;7;нет;;"N60° 06' 32.5"" E64° 48' 21.7""
";
542;Захламление (23.05.2024) (16- реестр2) (г. Югорск,  в городских лесах в районе базы отдыха «Югорские турманы»,);16- реестр2;23.05.2024;Захламление;Земли населенных пунктов;г.Югорск;г. Югорск,  в городских лесах в районе базы отдыха «Югорские турманы», ;63.383758544921875;61.319408416748047;строительный мусор , ТКО ;0.00040000000000000002;4;да;11.06.2024;23.05.2024 №2131492-5-50, выдано извещение от 27.05.2024 №31.05-исх-638, срок до 01.07.2024, ликвидировано отчет от 11.06.2024 №2133512-5-50;акт за 11.06.2024 Пионерский Югорск.pdf
533;Свалка по ПП РФ № 542 (29.05.2024) (151) (г.п. Таёжный  ул. Дорожная, между ул. Ленина и ул. Дружбы Народов);151;29.05.2024;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г.п. Таёжный  ул. Дорожная, между ул. Ленина и ул. Дружбы Народов ;62.671951293945312;61.164989471435547;ТКО, строительные отходы;0.080000000000000002;60;нет;;Произведен осмотр территории г.Советский  на основании карточки обращения № 332 от 07.07.2017г, Карточки обращения № 338 от 12.07.2017г.. Акт осмотра территории №05-263/2017 от 12.07.2017. Направлен в адрес администрации г.п. Таёжный   Согласно ответа на запрос Советского отдела от 11,07.23 № 31.05-Исх-951 поступил ответ 13.07.2023 № 01.06-исх-427 (вх. 31.05-670 от 14.07.23) о том,  что участок относится к землям государственной соб-ти;
381;Захламление (06.10.2023) (9-381) (район газовик виктория);9-381;06.10.2023;Захламление;Земли лесного фонда;Сургутский район;район газовик виктория;73.286918640136719;61.311054229736328;бутылки, металлопрофиль;0.002;5;нет;;;
698;Захламление (15.05.2024) (9-698) (с.п. Салым, КП №4 ул. Набережная);9-698;15.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. Салым, КП №4 ул. Набережная ;71.480392456054688;60.070835113525391; бытовые отходы;;;да;29.07.2024;"ЛИКВИДИРОВАНА 29.07.2024
Выезд вне 248 -ФЗ от 29.07.2024 №2140825-9-90""
";
770;Захламление (28.05.2024) (9-770) (пгт.Междуреченский, ул.Солнечная);9-770;28.05.2024;Захламление;Земли населенных пунктов;Кондинский район;пгт.Междуреченский, ул.Солнечная;65.903892517089844;59.583415985107422;ТКО, строительный мусор;0.0016000000000000001;12;нет;;;
448;"Захламление (05.09.2023) (9-448) (№15 за зданием ООО ""Нефтедорстрой"" промбаза)";9-448;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№15 за зданием ООО ""Нефтедорстрой"" промбаза";64.725135803222656;60.137306213378906;шины;0.00059999999999999995;9;нет;;;
430;Свалка по ПП РФ № 542 (05.06.2017) (119) (п. Пионерский, ул. Таёжная, д. 20);119;05.06.2017;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;п. Пионерский, ул. Таёжная, д. 20;62.865608215332031;61.194679260253906;строительные отходы, твердые коммунальные отходы;0.01;30;да;04.10.2024;Проведен осмотр территории п.Пионерский на предмет наличия  свалок 05.06.2017.  Результаты  осмотра территории   от 05.06.2017 №05-218/2017  направлен в ЮМП исх. №31.05-1462 от 16.06.2017.  Решение Советского районного суда № 2-600/20017 от 17.08.2017 - в собственности гражданина. Согласно договора аренды № 50 от 22.03.2007 участок передан Витовскому М.М.  Дом после пожара ,собственники мер для ликвидации не принимают. Письмо о ликвидации МНРО направлено в адрес администрации г.п. Пионерский от 16.06.2017 № 31.05-Исх-1456 в срок 23.06.2017;
622;Захламление (21.05.2020) (7) (квартал 473  Нижневартовского УЛ Нижневартовского ТО);7;21.05.2020;Захламление;Земли лесного фонда;Нижневартовский район;квартал 473  Нижневартовского УЛ Нижневартовского ТО ;76.548049926757812;60.999294281005859;отработанные покрышки;0.25600000000000001;0;да;07.11.2024;N60°59’57,46” E76°32’52,98” N60°59’56,67” E76°32’58,04”, Исковое заявление Прокуратуры Нижневартовского района к Депнедрам и природным ресурсам Югры от 02.05.2024 №08-04-2024 в Ханты-Мансийский районный суд, о ликвидации МНРО ;
793;"Захламление (31.05.2024) (9-793) (СНТ ""Заречное"")";9-793;31.05.2024;Захламление;Земли населенных пунктов;г.Урай;"СНТ ""Заречное""";64.811386108398438;60.158084869384766;КГО, ТКО;0.00050000000000000001;10;нет;;;
520;Свалка по ПП РФ № 542 (15.06.2016) (31) (г.п. Зеленоборск, промзона в западной части поселения (рядом с базой Телушкина));31;15.06.2016;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г.п. Зеленоборск, промзона в западной части поселения (рядом с базой Телушкина);64.027379999999994;61.474930000000001;строительный мусор, ТБО;0.14499999999999999;30;нет;;"На основании письма Югорской межрайонной прокуратуры от 23.05.2016 №14/07-08-16 15.06.2016г. На территории г.п. Зеленоборск проведен осмотр территории на предмет выявления несанкционированых свалок отходп производства и потребления. Выявленные нарушения направлены в Югорскую межрайонную прокуратуру (сопроводительное письмо от 23.06.2016г. исх. №31.05-1566). Решением Советского районного суда  от 12.07.2016г. №2-910/2016  администрация п.зеленоборск обязана ликвидировать свалку в срок до 01.11.2016.В адрес администрации г.п. Зеленоборск направлено письмо - запрос от 13.12.2016 исх. №31.05-3567 о выполнении решения суда. Повторно направлен запрос 07.02.2017. В ЮМП направлено письмо от 01.03.2017 исх. №31.05-452  с просьбой обратиться в Советский районный суд за выдачей исплнительного листа для направления в отдел судебных приставов по совкетскому району в целях принудительного  исполнения вышеуказаного  решения суда. Проведеноповторное обследование  свалок 07.06.2017. В  администрацию г.п. Зеленоборск направлено письмо о внесении свалки план ликвидации МНРО. Акт осмотратерритории г.п. Зеленоборск от 07.06.2017 №05224/2017 направлен в ЮМП.  Прведен осмотр МНРО 29.05.2020. установлено что свалка не ликвидирована. Составлен акт осмотра №05-191/2020.  Переданов ЮМП по факту не исполения судебных решений письмо от 09.09.2020 №31-02-7291. В октябре по поручению № 212/2022 -Э от 04.10.2022 актуализировали площадь.  Увеличилась на 0,09  ( была 0,01) Отчет № № 2069375-5-50 от 12.10.2022.           30.05.2023 согласно АКТ № 2091992-5-50
осмотра территории  площадь МНРО актуализирована и составляет 0,145. ИП №23029/17/86016-ИП  от 07.07.2017 СПИ выносит требования об исполнении решения,  Глава г.п. Леднева С.В. предупреждена  по ст. 315 УК РФ 01.06.2022 .  СПИ выносит требования об исполнении решения.  В 2024 году вынесены 2 постановления о назначении нового срока исполнения И/Д. 16.02.2024 направлено требование о предоставлении информации о проделанной работе за 2023 год администрация привлечена к  к административной ответственности по   по ч. 2 ст. 17.15 КоАП РФ в виде штрафа в размере 50 т.р. 25.12.23  (Ответ на запрос № 31.05-Вх-156-158 от 19.02.2024 )";"Решение ССП по п.Зеленоборск.pdf
Определение Рыбалкина А.А. от 07.02.2025 №2-117-2015.pdf
Определение Рыбалкина А.А. от 07.02.2025 №2-597-2017.pdf
Определение Чайкина В.В. от 07.02.2025 №2-598-2019.pdf"
499;Свалка по ПП РФ № 542 (20.05.2021) (765) (Советский ТО - лесничество, Торское у.л., Акрышское урочище, квартал 603, выдел 75);765;20.05.2021;Свалка по ПП РФ № 542;Земли лесного фонда;Советский район;Советский ТО - лесничество, Торское у.л., Акрышское урочище, квартал 603, выдел 75;63.005401611328125;61.940990447998047;Отходы лесопиления, строительный мусор;0.050000000000000003;55;нет;;"Согласно отчета №05-185/2021 от 21.05.2021 выявлено МНРО. Возбуждено АД №05-233/2021 по   
ч. 3 ст. 8.31 КоАП РФ от 27.05.2021, АД прекращено 25.06.2021. Депнедра выдано извещение от 23.08.2021 №31-02-7353 о ликвидации МНРО в срок до 01.10.2021. Письмо от 22.09.2022 № 981ж-2022/20711016/Он812-22 Югорской прок вынесено представление 18.03.2021. Службой 05.09.2022 № 31-02-6992 направлено исковое заявление в Югорскую межрайпрокуратуру о понуждении Депнедра к ликвидации МНРО на землях лесного фонда. В сентябре 2022 ЮМП Депнедрам  внесено представление об устранении нарушений закона.  Повторно направлено в ЮМП № 31-02-8033 от 08.08.2023.";Извещение № 31-02-7353 от 23.08.2021.pdf
484;Свалка по ПП РФ № 542 (08.06.2017) (84) (г.п. Агириш, ул. Спортивная, д.7);84;08.06.2017;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г.п. Агириш, ул. Спортивная, д.7;63.017719268798828;61.930320739746094;Строительный мусор, твердые коммунальные отходы;0.0079000000000000008;150;да;25.09.2024;Проведён осмотр МНРО в 2019г. (акт осмотра территории № 05-364/2019 от 12.09.20219). Администрации г.п. Агириш выдано извещение о ликвидации МНРО в срок до 11.10.2019г. Требования извещения были не исполнены. Материалы переданы в Югорскую межрайонную прокуратуру. 03.12.2019г. прокуратурой внесено представление главе г.п. Агириш (письмо, исх. № 1299ж-19 от 03.12.2019) 12.07.23 исх. № 31.05-Исх-966 материал передан в ЮМП для подготовки искового заявления в суд о понуждении ОМС к ликвидации.     30.06.2023 проведен осмотр территории, отчет № 2095957-5-50 от 03.07.2023. объем актуализирован : площадь 79 м2 , объем 150 м3. 14.08.23  ЮМП возвращены материалы на доработку в срок до 01.10.23. 08.11.23 31.05-Исх-1660 от 08.11.23 направлено повторно в ЮМП с устраненными недостатками.;Извещение Администрации г.п. Агириш от 20.09.2019.pdf
415;Свалка по ПП РФ № 542 (12.09.2023) (837) (г. Советский , ул. Трассовиков 8);837;12.09.2023;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г. Советский , ул. Трассовиков 8;63.574100494384766;61.379070281982422;отходы от сноса зданий ;0.0050000000000000001;2200;да;21.06.2024;Отчет №2102642-5-50  О ПРОВЕДЕНИИ ОСМОТРА ТЕРРИТОРИИ  от 12.09.23  во исполнение поручения №195/2023-Э (№31-02-9184 от 11.09.2023)  проведен осмотр территории, указанной в обращениях граждан  В.Н. Пищальникова. Администрации г.п. Советский выдано извещение  № 31.05-Исх-1316 от 13.09.2023.  Согласно ответа на письмо от 17.10.23 № 31.05-Исх-1515 земельный участок принадлежит МО г.п.Советский. 61,37907 с.ш. 63,57410 в.д., 61,37927 с.ш. 63,57410 в.д., 61,37932 сш. 63,57431 в.д.;"EDS_ Администрации г.Советский о ликвидации МНРО.docx.pdf
акт за 21.06.2024 Советский.pdf"
433;Свалка по ПП РФ № 542 (10.06.2015) (27) (выд. 25 кв. 107 Самзасского урочища, Самзасского у.л. ТО - Советское лесничество);27;10.06.2015;Свалка по ПП РФ № 542;Земли лесного фонда;Советский район;выд. 25 кв. 107 Самзасского урочища, Самзасского у.л. ТО - Советское лесничество;64.509506225585938;61.676601409912109;твердые коммунальные отходы;0.080000000000000002;10;да;17.05.2024;"Проведено обследование 10.06.2015г. (Справка от 10.036.15) территории г.п. Коммунистический и прилегающих участках лесного фонда по требованию  Югорской межрайонной прокуратуры от 02.06.2015г. Переданы материалы в ЮМП 17.06.2015г. Исх. №31.05-1631. ЮМП направлено исковое заявление в Советский районный суд 28.07.2015г. Согласно решения Советского районного суда от 08.10.2015г. администрация г.п. Коммунистический обязана ликвидировать свалки в срок до 01.06.2016г.  Решением Советского районного суда от 08.10.2015г. №2-882/2015 на Администрацию г.п.Коммунистический возложена обязанность произвести ликвидацию несанкционированной свалки в срок до 01.06.2016. Администрацией г.п.Коммунистический данное решение обжаловано, 16.02.2016 года апелляционным определением решение Советского районного суда отменено. Принято новое решение. В удовлетворении искового заявления ЮМП к г.п.Коммунистический отказать.  МНРО ликвидировано 17.05.2024 Отчет № 2130288-5-50
";
636;Захламление (13.09.2023) (9-636) (9 проезд рядом с АГЗС №1);9-636;13.09.2023;Захламление;Земли населенных пунктов;г.Урай;9 проезд рядом с АГЗС №1;64.711746215820312;60.137001037597656;ТКО;0.0015;3;нет;;;
597;Свалка по ПП РФ № 542 (18.08.2023) (833) (на участке  в границах п. Агириш, примыкающему к участку лесного фонда  в выделе 85 квартала 603 Акрышского урочища, Торского у.л.);833;18.08.2023;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;на участке  в границах п. Агириш, примыкающему к участку лесного фонда  в выделе 85 квартала 603 Акрышского урочища, Торского у.л.;63.012001037597656;61.937099456787109;Строительный мусор, твердые коммунальные отходы;0.0018;22;да;13.06.2024;Составлен Акт патрулирования лесов № 2100157-5-50  от 21.08.2023 на основании задания № 2100157-5-50 от 16.08.2023.  Администрации Советского района, главе г.п. Агириш выдано извещение № 31.05-Исх-1268 от 04.09.2023 со сроком ликвидации МНРО до 02.10.2023.;Извещение о ликвидации МНРО в г.п. Агириш от 04.09.2023.pdf
577;Свалка по ПП РФ № 542 (18.06.2012) (13) (в границах г.п. Таёжный ,   сев. Вост. Часть промзона);13;18.06.2012;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;в границах г.п. Таёжный ,   сев. Вост. Часть промзона ;62.692440032958984;61.169109344482422;ТБО;45;120;нет;;"Проведено обследование свалки в июне 2012г. - акт обследования направлен в Югорскую межрайонную прокуратуру для понуждения через суд  ликвидировать данную свалку; исх 525/08 от 18.06.2012г по акту обследования № 05-404/1/2012, принял Литвинцев, исх.524/8 от 18.06.2012г. по акту обследования № 05-404/2012. В соответствии с  Решением Советский районный суда № 2-836/2012   от 26.11.2012г обязал администрацию Советского района, в срок до 01.03.2012г. организовать утилизацию отходов. Решением апелляционного отделения суда ХМАО - Югры от 26.02.2013г. решение Советского районного суда изменено. Администрация Советского района обязана в срок до 01.06.2014г. организовать утилизацию .промышленных отходов в границах г.п. Таёжный. Поведено обследование в июня 2014г.Проведено повторное обследование свалки с ФССП . Установлено - свалка не ликвидирована. Дело находится на контроле ФССП . 03.04.2013г. возбуждено    исполнительное производство №9482/13/16/86. 03.04.2014г. постановление  о возбуждении ИП было направлено  должнику.  Должнику направлено требование об исполнении требований исполнительного  документа до 01.09.2014г. направлено  извещение о явку 01.09.2014г. для составления протокола  об АП. 01.09.2014г. составлен протокол об административном правонарушении. Рассмотрен 08.09.2014г.  В результате обследования  10.10.2014г. установлено, что фактическая площадь свалки  составляет 25,27 га.  СПИ выставлено требование об исполнении Решения Суда Советского района. В связи с неисполнением в установленный срок требования в отношении Главы Советского района составлен протокол об АП по ст.17.14 КоАП РФ, вынесено постановление о назначении административного наказания. Данное постановление обжаловано в Советский районный суд, Решением суда от мая 2016 года Решение суда оставлено в силе. Судебным исполнителем выставлено требовании об обязании организовать ликвидацию отходов лесопиления в срок до 29 января 2016 года. Данное требование обжаловано в Советский районный суд, в удовлетворении иска о признании законным требования отказано. Администрация обратилась в аппеляционный суд, требование оставлено без изменения. Выставлено СП требование в срок до 29 июля 2016 года исполнить решение суда. Согласно отчета от 05.10.2021г. №05-327/2021 площадь МНРО сократилась на 0,475 га. В октябре по поручению № 212/2022 -Э от 04.10.2022 актуализировали площадь. Увеличилась на 20,205    ( была 24,795) Отчет № 2069449-5-50 от 17.10.2022.  Согласно Письма Депнедра  12-Исх-16515 от 16.06.2023 МНРО  землях поселений. СПИ выносит требования об исполнении решения, привлекает к административной ответственности по  по ч. 1,2 ст. 17.15КоАП РФ.   16.02.2024 направлено требование о предоставлении информации о проделанной работе за 2023 год, вручено требование о явке главе администрации советского района. 19.02.24 вынесено постановление о назначеии нового срока исполнения до 29.03.24 г. администрация привлечена к административной ответственности по  по ч. 1,2 ст. 17.15КоАП РФ 6 раз к штрафам на общую сумму 280 т.р. в период с 2020 по 2023. (Ответ на запрос № 31.05-Вх-156-158 от 19.02.2024 ). 02.04.24 Исх. № 202-06-164-2024 ( Вх. № 31.05-Вх-316)   Югорский СО СК РФ на запрос от 28.03.2024  № 31.05-Исх-281 направил постановление об отказе в возбуждении уголовного дела по ст. 3115 УК РФ по материалу процессуальной проверки КРСоП № 361пр-19 от 07.08.2019 (о/м № 145 от 08.03.24)";
